CITATIONS,LATITUDE,LONGITUDE
19378,31,116.75
19378,31,116.75
19378,31,116.75
19378,31,116.75
18776,17.3807,-101.1539
18776,17.3911,-101.1742
18776,17.3139,-101.0476
18776,17.3252,-101.071
18776,17.4224,-100.7819
19373,31.8536,80.19
17955,49.03,-86.72
17955,49.03,-86.72
19416,-24.3,-69.05
19416,-24.3,-69.05
19416,-24.3,-69.05
16087251,12.5,-70
16087251,12.5,-70
1323516435,35.1156,73.0072
1323516435,35.1179,73.0129
1323516435,35.1187,73.0146
1323516435,35.121,73.0212
1323516435,35.1206,73.023
1323516435,35.1202,73.0266
1323516435,35.1165,73.0274
1323516435,35.1164,73.0292
1323516435,35.1196,73.0319
1323516435,35.1189,73.0397
1069513235,35.4,73
1069513235,35.4,73
164077616,34.05,77.93
4587,19.83,-155.5
4587,19.83,-155.5
4587,19.83,-155.5
4587,19.83,-155.42
4587,19.83,-155.42
4587,19.83,-155.42
4587,19.83,-155.42
4587,19.83,-155.42
4587,19.83,-155.42
4587,19.83,-155.42
1643513235,35.1143,72.9998
1.06952E+14,35.1143,72.9998
1643513235,35.1128,73.0016
1643513235,35.0771,72.9634
1643513235,35.1126,72.9988
1.06952E+14,35.1126,72.9988
1643513235,35.1128,73.0016
2996,56.25,-6.4
2996,56.25,-6.4
2996,56.25,-6.4
2996,56.25,-6.4
2996,56.25,-6.4
2996,56.25,-6.4
2996,56.25,-6.4
2996,56.25,-6.4
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19540,26.5,101.7
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
4536,-83,-51
19539,27.5,101.5
19539,27.5,101.5
4536,-83,-51
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19539,27.5,101.5
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
19538,26.65,101.98
4554,19.8,-96
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
14497,42.5,143
3655,,
3655,,
17602,-14,14
17602,-14,14
11763,48.72,-85.76
4557,-16.6808,168.3875
4557,-16.6808,168.3875
4557,-16.6808,168.3875
244,19.75,-155.93
244,19.75,-155.93
244,19.75,-155.93
12676,13.67,24.67
12676,13.67,24.67
12676,13.67,24.67
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
8695,27,-3
6162,28.4948,-10.7088
6162,28.4948,-10.7088
6162,28.4948,-10.7088
6162,28.4948,-10.7088
6162,28.4948,-10.7088
6162,29.9064,-7.9889
6162,29.9064,-7.9889
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5886,-7.05,29.78
5876,-12.77,22.82
5876,-12.77,22.82
5876,-12.77,22.82
5876,-12.77,22.82
5876,-12.77,22.82
5876,-12.77,22.82
5876,-12.77,22.82
19576,-73.7286,-15.0358
19576,-73.7286,-15.0358
19576,-73.7286,-15.0358
19576,-73.7286,-15.0358
19576,-73.7286,-15.0358
19576,-73.7239,-15.0608
19576,-73.7306,-15.1022
19576,-73.7319,-15.1047
2885,-31.37,27.05
2885,-31.37,27.05
2885,-31.37,27.05
2885,-31.37,27.05
2885,-31.37,27.05
2885,-31.37,27.05
39,19.83,-155.42
17571,-25.25,30.25
17571,-25.25,30.25
17571,-25.25,30.25
17571,-25.25,30.25
17571,-25.25,30.25
17571,-25.25,30.25
39,19.83,-155.42
16465,35,73
16465,35,73
16465,35,73
39,19.83,-155.42
39,19.83,-155.42
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
19672,33.5,-5.5
39,19.83,-155.42
19657,-43.7,173.05
39,19.83,-155.42
2539,61,171.9
2539,61,171.5
2539,61,171.9
2539,62,166
17183,-46.5707,166.89557
3812,49.5,-121
3812,49.5,-121
3812,49.5,-121
3812,49.5,-121
3812,49.5,-121
3812,49.5,-121
3812,49.5,-121
3812,49.5,-121
3812,49.5,-121
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19772,45,-104
19776,71.31688287,-115.819046
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
19776,71,-116
4613,33.13,139.77
4613,33.13,139.77
4568,33.13,139.77
4568,33.13,139.77
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
19806,46.5,-82
14537,63.6,-170.4
14537,63.6,-170.4
14537,63.6,-170.4
14537,63.6,-170.4
14537,63.6,-170.4
14537,63.6,-170.4
14537,63.6,-170.4
5292,47.5,-87.6
16062,28.7,34.1
4650,3.2,119
4650,3.2,119
4650,3.2,119
4650,3.2,119
2908,7,-76
14422,-22,47
4648,55.5,162.2
4648,55.5,162.2
4648,55.5,162.2
1429,28,-15.6
39,19.83,-155.42
4234,34,129.5
19865,-28,121
19898,24.5,114.3
19893,45.4933,21.78112
19893,45.42353,21.88387
19893,45.34123,21.77238
19893,45.23403,21.61143
19893,45.04588,21.73188
19826,51.77,-177.34
19826,52.04,-174.418
39,19.83,-155.42
19906,,
19906,,
39,19.83,-155.42
39,19.83,-155.42
39,19.83,-155.42
39,19.83,-155.42
19949,28.5,-18
19949,28.5,-18
39,19.83,-155.42
39,19.83,-155.42
39,19.83,-155.42
39,19.83,-155.42
3972,41.58,-121.58
3972,41.58,-121.58
3972,41.58,-121.58
3972,41.58,-121.58
3972,41.58,-121.58
39,19.83,-155.42
39,19.83,-155.42
2946,47.3,-90
2946,47.3,-90
4699,34.45,134.17
4726,17.55,-63
2752,-21.53,14.1
2752,-21.53,14.1
2752,-21.53,14.1
2752,-21.53,14.1
19955,28.5,-18
19955,28.5,-18
19955,28.5,-18
19955,28.5,-18
,,
Abbreviations: MET: METAMORPHIC ROCK; PEG: PEGMATITE; PER: MANTLE XENOLITH; PLU: PLUTONIC ROCK; SED: SEDIMENTARY ROCK; VOL: VOLCANIC ROCK; VEIN: VEIN; ORE: ORE; WR: WHOLE ROCK; GL: VOLCANIC GLASS; MIN: MINERAL / COMPONENT (INCL. GROUNDMASS); INC: INCLUSION; LEACH: LEACH; SAE: SUBAERIAL; SAQ: SUBAQUATIC; F: FRESH; E: EXTENSIVELY ALTERED; M: MODERATELY ALTERED; S: SLIGHTLY ALTERED; T: ALMOST TOTALLY ALTERED; ,,
,,
References:,,
,,
,,
"39 FODOR R. V., VANDERMEYDEN H. J.:    PETROLOGY OF GABBROIC XENOLITHS FROM MAUNA KEA VOLCANO, HAWAII  J. GEOPHYS. RES. B93   1988 4435-4452    doi: 10.1029/JB093iB05p04435",,
"59 VANCE D., STONE J. O. H., O^NIONS R. K.:    HE, SR AND ND ISOTOPES IN XENOLITHS FROM HAWAII AND OTHER OCEANIC ISLANDS  EARTH PLANET. SCI. LETT. 96   1989 147-160    doi: 10.1016/0012-821X(89)90129-5",,
"88 FODOR R. V., GALAR P.:    A VIEW INTO THE SUBSURFACE OF MAUNA KEA VOLCANO, HAWAII: CRYSTALLIZATION PROCESSES INTERPRETED THROUGH THE PETROLOGY AND PETROGRAPHY OF GABBROIC AND ULTRAMAFIC XENOLITHS  J. PETROL. 38   1997 581-624    doi: 10.1093/petroj/38.5.581",,
"115 KURZ M. D., JENKINS W. J., HART S. R.:    HELIUM ISOTOPIC SYSTEMATICS OF OCEANIC ISLANDS AND MANTLE HETEROGENEITY  NATURE 297   1982 43-47    doi: 10.1038/297043a0",,
"181 O^NIONS R. K., HAMILTON P. J., EVENSEN N. M.:    VARIATIONS IN 143ND/144 ND AND 87SR/86SR RATIOS IN OCEANIC BASALTS  EARTH PLANET. SCI. LETT. 34   1977 13-22    doi: 10.1016/0012-821X(77)90100-5",,
"211 MACDONALD G. A., KATSURA T.:    CHEMICAL COMPOSITION OF HAWAIIAN LAVAS  J. PETROL. 5   1964 82-133    doi: 10.1093/petrology/5.1.82",,
"244 CLAGUE D. A.:    HAWAIIAN XENOLITH POPULATIONS, MAGMA SUPPLY RATES, AND DEVELOPMENT OF MAGMA CHAMBERS  BULL. VOLCANOL. 49   1987 577-587    doi: 10.1007/BF01079963",,
"247 PORCELLI R. R., STONE J. O. H., O^NIONS R. K.:    ENHANCED 3HE/4HE RATIOS AND COSMOGENIC HELIUM IN ULTRAMAFIC XENOLITHS  CHEM. GEOL. 64   1987 25-33    doi: 10.1016/0009-2541(87)90149-5",,
"250 OKANO O., TATSUMOTO M.:    PETROGENESIS OF ULTRAMAFIC XENOLITHS FROM HAWAII INFERRED FROM SR, ND, AND PB ISOTOPES BASU, A.; HART, S. R. | EARTH PROCESSES, READING THE ISOTOPIC CODE | AGU, WASHINGTON DC 1996 135-147    doi: 10.1029/GM095p0135",,
"274 MURATA K. J., RICHTER D. H.:    MAGMATIC DIFFERENTIATION IN THE UWEKAHUNA LACCOLITH, KILAUEA CALDERA, HAWAII  J. PETROL. 2   1961 424-437    doi: 10.1093/petrology/2.3.424",,
"309 BUNCH T. E., KEIL K.:    CONTRIBUTIONS TO MINERAL CHEMISTRY OF HAWAIIAN ROCKS. I. GABBROIC PEGMATOID DIKE SEGREGATIONS IN THE WAIANAE RANGE, OAHU, HAWAII  CONTRIB. MINERAL. PETROL. 31   1971 267-274    doi: 10.1007/BF00371149",,
"411 JOHNSTON A. D., STOUT J. H., MURTHY V. R.:    GEOCHEMISTRY AND ORIGIN OF SOME UNUSUALLY OXIDIZED ALKALINE ROCKS FROM KAUAI, HAWAII  J. VOLCANOL. GEOTHERM. RES. 25   1985 225-248    doi: 10.1016/0377-0273(85)90014-9",,
"414 LASSITER J. C., HAURI E. H.:    OSMIUM-ISOTOPE VARIATIONS IN HAWAIIAN LAVAS: EVIDENCE FOR RECYCLED OCEANIC LITHOSPHERE IN THE HAWAIIAN PLUME  EARTH PLANET. SCI. LETT. 164   1998 483-496    doi: 10.1016/S0012-821X(98)00240-4",,
"460 STOFFERS P., BOTZ R., CHEMINEE J.-L., DEVEY C. W., FROGER V., GLASBY G. P., HARTMANN M., HEKINIAN R., KOEGLER F., LASCHEK D., LARQUE P., MICHAELIS W., M韫綞 R. K., PUTEANUS D., RICHNOW H. H.:    GEOLOGY OF MACDONALD SEAMOUNT REGION, AUSTRAL ISLANDS: RECENT HOTSPOT VOLCANISM IN THE SOUTH PACIFIC  MAR. GEOPHYS. RES. 11   1989 101-112    doi: 10.1007/BF00285661",,
489 HAMILTON E. I.:    ISOTOPIC COMPOSITION OF STRONTIUM IN A VARIETY OF ROCKS FROM REUNION ISLAND  NATURE 207   1965    doi: 10.1038/2071188a0,,
"502 WEIS D., GIRET A.:    KERGUELEN PLUTONIC COMPLEXES: SR, ND, PB ISOTOPIC STUDY ND INTERFERENCES ABOUT THEIR SOURCES, AGE, AND GEODYNAMIC SETTING  MEM. SOC.GEOL. FRANCE 166   1994 47-59 ",,
510 HAMILTON E. I.:    THE DETERMINATION OF URANIUM IN ROCKS AND MINERALS BY THE DELAYED NEUTRON METHOD  EARTH PLANET. SCI. LETT. 1   1966 77-81    doi: 10.1016/0012-821X(66)90109-9,,
515 PATCHETT P. J.:    HAFNIUM ISOTOPE RESULTS FROM MID-OCEAN RIDGES AND KERGUELEN  LITHOS 16   1983 47-51    doi: 10.1016/0024-4937(83)90033-6,,
"537 LE MAITRE R. W.:    KAERSUTITE-BEARING PLUTONIC XENOLITHS FROM TRISTAN DA CUNHA, SOUTH ATLANTIC  MINERAL. MAG. 37   1969 185-197    doi: 10.1180/minmag.1969.037.286.05",,
"539 LE MAITRE R. W.:    THE SIGNIFICANCE OF THE GABBROIC XENOLITHS FROM GOUGH ISLAND, SOUTH ATLANTIC  MINERAL. MAG. 34   1965 303-317    doi: 10.1180/minmag.1965.034.268.26",,
"545 BLAIS S., GUILLE G., MAURY R. C., GUILLOU H., MIAU D., COTTEN J.:    GEOLOGY AND PETROLOGY OF RAIATEA ISLAND, SOCIETY ISLANDS, FRENCH POLYNESIA  COMPT. REND. ACAD. SCI. PARIS SER. 2A 324   1997 435-442 ",,
"549 GIRET A., BONIN B., LEGER J.-M.:    AMPHIBOLE COMPOSITIONAL TRENDS IN OVERSATURATED AND UNDERSATURATED ALKALINE PLUTONIC RING COMPOSITION  CAN. MINERAL. 18   1980 481-495 ",,
551 TERAKADO Y.:    FINE STRUCTURES OF RARE EARTH ELEMENT PATTERNS OF TAHITIAN ROCKS  GEOCHEM. J. 14   1980 155-166    doi: 10.2343/geochemj.14.155,,
"557 HEKINIAN R., BIDEAU D., STOFFERS P., CHEMINEE J.-L., M韫綞 R. K., PUTEANUS D., BINARD N.:    SUBMARINE INTRAPLATE VOLCANISM IN THE SOUTH PACIFIC; GEOLOGICAL SETTING AND PETROLOGY OF THE SOCIETY AND THE AUSTRAL REGIONS  J. GEOPHYS. RES. B96   1991 2109-2138    doi: 10.1029/90JB02139",,
"561 BARDINTZEFF J.-M., BELLON H., BONIN B., BROUSSE R., MCBIRNEY A. R.:    PLUTONIC ROCKS FROM TAHITI -NUI CALDERA (SOCIETY ARCHIPELAGO), FRENCH POLYNESIA: PETROLOGICAL, GEOCHEMICAL AND MINERALOGICAL STUDY  J. VOLCANOL. GEOTHERM. RES. 35   1988 31-53    doi: 10.1016/0377-0273(88)90004-2",,
"569 BROUSSE R., GUERIN H.:    DISTRIBUTION OF MANGANESE COMPARED TO THAT OF IRON AND TITANIUM IN THE LAVA OF THE SOCIETY AND GAMBIER ISLANDS  CAH. PACIFIQUE 18   1974 283-289 ",,
"581 GAST P. W., TILTON G. R., HEDGE C. E.:    ISOTOPIC COMPOSITION OF LEAD AND STRONTIUM FROM ASCENSION AND GOUGH ISLANDS  SCIENCE 145   1964 1181-1185    doi: 10.1126/science.145.3637.1181",,
"582 LE MAITRE R. W.:    PETROLOGY OF VOLCANIC ROCKS, GOUGH ISLAND, SOUTH ATLANTIC  BULL. GEOL. SOC. AM. 73   1962 1309-1340    doi: 10.1130/0016-7606(1962)731309:POVRGI2.0.CO;2",,
"592 SHIMIZU H., MASUDA A., MASUI N.:    RARE-EARTH ELEMENT GEOCHEMISTRY OF VOLCANIC AND RELATED ROCKS FROM THE GALAPAGOS ISLANDS  GEOCHEM. J. 15   1981 81-93    doi: 10.2343/geochemj.15.81",,
"618 MCBIRNEY A. R., WILLIAMS H. M.:    GEOLOGY AND PETROLOGY OF THE GALAPAGOS ISLANDS  MEM. GEOL. SOC. AM. 118   1969 1-197 ",,
662 SHIMIZU N.:    ANALYSIS OF THE ZONED PLAGIOCLASE OF DIFFERENT MAGMATIC ENVIRONMENTS: A PRELIMINARY ION-MICROPROBE STUDY  EARTH PLANET. SCI. LETT. 39   1978 398-406    doi: 10.1016/0012-821X(78)90028-6,,
"713 GERLACH D. C., STORMER J. C. JR., MUELLER P. A.:    ISOTOPIC GEOCHEMISTRY OF FERNANDO DE NORONHA  EARTH PLANET. SCI. LETT. 85   1987 129-144    doi: 10.1016/0012-821X(87)90027-6",,
"715 GUNN B. M., WATKINS N. D.:    GEOCHEMISTRY OF THE CAPE VERDE ISLANDS AND FERNANDIO DE NORONHA  BULL. GEOL. SOC. AM. 87   1976 1089-1100    doi: 10.1130/0016-7606(1976)87<1089:GOTCVI>2.0.CO;2",,
"717 CORNEN G.:    IDENTIFICATION OF MAGMA SERIES FROM THE BRAZILIAN ISLAND OF FERNANDO DE NORONHA, SOUTH ATLANTIC OCEAN  COMPT. REND. ACAD. SCI. PARIS SER. 2A 303   1986 1455-1460 ",,
"719 KLERKX J., DEUTSCH S., DE PAEPE P.:    RUBIDIUM, STRONTIUM CONTENT AND STRONTIUM ISOTOPIC COMPOSITION OF STRONGLY ALKALIC BASALTIC ROCKS FROM THE CAPE VERDE ISLANDS  CONTRIB. MINERAL. PETROL. 45   1974 107-118    doi: 10.1007/BF00371163",,
"769 HAWKINS J. W. JR., BATIZA R.:    METAMORPHIC ROCKS OF THE YAP ARC-TRENCH SYSTEM  EARTH PLANET. SCI. LETT. 37   1977 216-229    doi: 10.1016/0012-821X(77)90166-2",,
822 WEIS D.:    PB ISOTOPES IN ASCENSION ISLAND ROCKS: OCEANIC ORIGIN FOR THE GABBROIC TO GRANITIC PLUTONIC XENOLITHS  EARTH PLANET. SCI. LETT. 62   1983 273-282    doi: 10.1016/0012-821X(83)90090-0,,
"823 HARRIS C., BELL J. D., ATKINS F. B.:    ISOTOPIC COMPOSITION OF LEAD AND STRONTIUM IN LAVAS AND COARSE-GRAINED BLOCKS FROM ASCENSION ISLAND, SOUTH ATLANTIC  EARTH PLANET. SCI. LETT. 60   1982 79-85    doi: 10.1016/0012-821X(82)90022-X",,
"827 WEIS D., DEMAIFFE D., CAUET S., JAVOY M.:    SR, ND, O AND H ISOTOPIC RATIOS IN ASCENSION ISLAND LAVAS AND PLUTONIC INCLUSIONS: COGENETIC ORIGIN  EARTH PLANET. SCI. LETT. 82   1987 255-268    doi: 10.1016/0012-821X(87)90200-7",,
"833 SHEPPARD S. M. F., HARRIS C.:    HYDROGEN AND OXYGEN ISOTOPE GEOCHEMISTRY OF ASCENSION ISLAND LAVAS AND GRANITES: VARIATION WITH CRYSTAL FRACTIONATION AND INTERACTION WITH SEA WATER  CONTRIB. MINERAL. PETROL. 91   1985 74-81    doi: 10.1007/BF00429429",,
834 HARRIS C.:    THE PETROLOGY OF LAVAS AND ASSOCIATED PLUTONIC INCLUSIONS OF ASCENSION ISLAND  J. PETROL. 24   1983 424-470    doi: 10.1093/petrology/24.4.424,,
"845 HOBSON A., BUSSY F., HERNANDEZ J.:    SHALLOW-LEVEL MIGMATIZATION OF GABBROS IN A METAMORPHIC CONTACT AUREOLE, FUERTEVENTURA BASAL COMPLEX, CANARY ISLANDS  J. PETROL. 39   1998 1025-1037    doi: 10.1093/petroj/39.5.1025",,
"847 WEIS D., FREY F. A., GIRET A., CANTAGREL J. M.:    GEOCHEMICAL CHARACTERISTICS OF THE YOUNGEST VOLCANO (MOUNT ROSS) IN THE KERGUELEN ARCHIPELAGO: INFERENCES FOR MAGMA FLUX, LITHOSPHERE ASSIMILATION AND COMPOSITION OF THE KERGUELEN PLUME  J. PETROL. 39   1998 973-994    doi: 10.1093/petroj/39.5.973",,
851 HOERNLE K. A.:    GEOCHEMISTRY OF JURASSIC OCEANIC CRUST BENEATH GRAN CANARIA (CANARY ISLANDS): IMPLICATIONS FOR CRUSTAL RECYCLING AND ASSIMILATION  J. PETROL. 39   1998 859-880    doi: 10.1093/petroj/39.5.859,,
864 FERNANDEZ SANTIN S.:    PEGMATITOIDES IN THE HORIZONTAL BASALTS (SERIES I) OF LANZAROTE AND FUERTEVENTURA ISLANDS  BULL. VOLCANOL. 33   1970 989-1007    doi: 10.1007/BF02597705,,
"869 STAUDIGEL H., SCHMINCKE H.-U.:    THE PLIOCENE SEAMOUNT SERIES OF LA PALMA, CANARY ISLANDS  J. GEOPHYS. RES. B89   1984 11195-11215    doi: 10.1029/JB089iB13p11195",,
"873 MORTIER R., VANDECASTEELE C., HERTOGEN J., HOSTE J.:    THE DETERMINATION OF BORON IN ROCKS BY DEUTERON ACTIVATION ANALYSIS  J. RADIOANAL. CHEM. 71   1982 189-198    doi: 10.1007/BF02516149",,
"916 MARCANTONIO F., ZINDLER A., ELLIOTT T. R., STAUDIGEL H.:    OS ISOTOPE SYSTEMATICS OF LA PALMA, CANARY ISLANDS: EVIDENCE FOR RECYCLED CRUST IN THE MANTLE SOURCE OF HIMU OCEAN ISLAND  EARTH PLANET. SCI. LETT. 133   1995 397-410    doi: 10.1016/0012-821X(95)00092-Q",,
954 GASTESI BASCUNANA P.:    PETROLOGY OF THE ULTRAMAFIC AND BASIC ROCKS OF BETANCURIA MASSIF  BULL. VOLCANOL. 33   1970 1008-1038    doi: 10.1007/BF02597706,,
"957 FUSTER J.-M., PAEZ A., SAGREDO RUIZ J.:    SIGNIFICANCE OF BASIC AND ULTRAMAFIC ROCK INCLUSIONS IN THE BASALTS OF CANARY ISLANDS  BULL. VOLCANOL. 33   1970 665-693    doi: 10.1007/BF02596745",,
"979 GREGOIRE M., COTTIN J.-Y., GIRET A., MATTIELLI N., WEIS D.:    THE META-IGNEOUS GRANULITE XENOLITHS FROM KERGUELEN ARCHIPELAGO: EVIDENCE OF A CONTINENT NUCLEATION IN AN OCEANIC SETTING  CONTRIB. MINERAL. PETROL. 133   1998 259-283    doi: 10.1007/s004100050451",,
"988 GIRET A., LAMEYRE J.:    A STUDY OF KERGUELEN PLUTONISM: PETROLOGY, GEOCHRONOLOGY AND GEOLOGICAL IMPLICATIONS OLIVER, R. L., JAMES, P. R., JAGO, J. B. | ANTARCTIC EARTH SCIENCES, 4TH INT. SYMP. | CAMBRIDGE UNIV. PRESS, CAMBRIDGE 1983 646-651 ",,
"989 DOSSO L., MURTHY V. R.:    A ND ISOTOPIC STUDY OF THE KERGUELEN ISLANDS: INFERENCES ON ENRICHED OCEANIC MANTLE SOURCES  EARTH PLANET. SCI. LETT. 48   1980 268-276    doi: 10.1016/0012-821X(80)90190-9",,
"990 DOSSO L., VIDAL P., CANTAGREL J. M., LAMEYRE J., MAROT A., ZIMINE S.:    ^KERGUELEN: CONTINENTAL FRAGMENT OR OCEANIC ISLAND?^: PETROLOGY AND ISOTOPIC GEOCHEMISTRY EVIDENCE  EARTH PLANET. SCI. LETT. 43   1979 46-60    doi: 10.1016/0012-821X(79)90154-7",,
"1002 MATTIELLI N., WEIS D., GREGOIRE M., MENNESSIER J. P., COTTIN J.-Y., GIRET A.:    KERGUELEN BASIC AND ULTRABASIC XENOLITHS: EVIDENCE FOR LONG-LIVED KERGUELEN HOTSPOT ACTIVITY  LITHOS 37   1996 261-280    doi: 10.1016/0024-4937(95)00040-2",,
"1025 GERASIMOVSKY V. I., KARPUSHINA V. A.:    TITANIUM IN ICELAND LAVAS  GEOCHEM. INT. 11   1974 1241-1245 ",,
"1080 GERASIMOVSKY V. I., KARPUSHINA V. A.:    ZIRCONIUM AND NIOBIUM IN ICELANDIC ROCKS  GEOCHEM. INT. 14 (2)  1977 37-45 ",,
"1081 GERASIMOVSKY V. I., NESMEYANOVA L. I.:    GEOCHEMISTRY OF ALKALIS IN ICELANDIC LAVAS  GEOCHEM. INT. 14 (4)  1977 61-70 ",,
"1082 GERASIMOVSKY V. I., SHEVALEYEVSKIY I. D., KARPUSHINA V. A.:    CHLORINE IN ICELANDIC LAVAS  GEOCHEM. INT. 14 (3)  1977 162-164 ",,
"1087 GERASIMOVSKY V. I., BALASHOV YU. A., KARPUSHINA V. A., SHEVALEYEVSKIY I. D.:    RARE-EARTH GEOCHEMISTRY OF ICELANDIC LAVAS  GEOCHEM. INT. 13 (4)  1976 128-138 ",,
